document_id,language,axis,parent_category_id,topic_id,topic_similarity,source_quality
ZH_0224,zh,technical,T25,TR-T25-ZH-001,0.5185,medium
ZH_0432,zh,technical,T25,TR-T25-ZH-001,0.5078,medium
ZH_0499,zh,technical,T25,TR-T25-ZH-001,0.5082,medium
ZH_0319,zh,technical,T26,TR-T26-ZH-001,0.5314,high
ZH_0352,zh,technical,T26,TR-T26-ZH-001,0.5282,high
ZH_0541,zh,technical,T26,TR-T26-ZH-001,0.5439,high
ZH_0924,zh,technical,T26,TR-T26-ZH-001,0.5377,high
ZH_0093,zh,technical,T30,TR-T30-ZH-001,0.7303,high
ZH_0526,zh,technical,T30,TR-T30-ZH-001,0.7303,high
ZH_0052,zh,technical,T32,TR-T32-ZH-001,0.5879,medium
ZH_0203,zh,technical,T32,TR-T32-ZH-001,0.5855,high
ZH_0977,zh,technical,T32,TR-T32-ZH-001,0.5864,medium
DOC_0200,en,technical,T01,TR-T01-EN-001,0.4557,high
DOC_0317,en,technical,T01,TR-T01-EN-001,0.4265,high
DOC_0329,en,technical,T01,TR-T01-EN-001,0.4557,high
DOC_0441,en,technical,T01,TR-T01-EN-001,0.4306,high
DOC_0455,en,technical,T01,TR-T01-EN-001,0.4158,high
DOC_0499,en,technical,T01,TR-T01-EN-001,0.4255,high
DOC_0408,en,technical,T02,TR-T02-EN-001,0.4572,high
DOC_0459,en,technical,T02,TR-T02-EN-001,0.4241,high
DOC_0606,en,technical,T02,TR-T02-EN-001,0.4767,high
DOC_0670,en,technical,T02,TR-T02-EN-001,0.4334,high
DOC_0786,en,technical,T02,TR-T02-EN-001,0.4357,high
DOC_0903,en,technical,T02,TR-T02-EN-001,0.4419,high
DOC_0519,en,technical,T02,TR-T02-EN-002,0.4615,high
DOC_0720,en,technical,T02,TR-T02-EN-002,0.4616,high
DOC_0739,en,technical,T02,TR-T02-EN-002,0.4593,high
DOC_0891,en,technical,T02,TR-T02-EN-002,0.4571,high
DOC_0989,en,technical,T02,TR-T02-EN-002,0.4741,high
DOC_0008,en,technical,T03,TR-T03-EN-001,0.3248,high
DOC_0041,en,technical,T03,TR-T03-EN-001,0.214,high
DOC_0051,en,technical,T03,TR-T03-EN-001,0.2726,high
DOC_0088,en,technical,T03,TR-T03-EN-001,0.2921,high
DOC_0117,en,technical,T03,TR-T03-EN-001,0.2535,high
DOC_0195,en,technical,T03,TR-T03-EN-001,0.2752,high
DOC_0205,en,technical,T03,TR-T03-EN-001,0.2233,high
DOC_0262,en,technical,T03,TR-T03-EN-001,0.2382,high
DOC_0362,en,technical,T03,TR-T03-EN-001,0.2399,high
DOC_0363,en,technical,T03,TR-T03-EN-001,0.2902,high
DOC_0444,en,technical,T03,TR-T03-EN-001,0.2349,high
DOC_0468,en,technical,T03,TR-T03-EN-001,0.2382,high
DOC_0484,en,technical,T03,TR-T03-EN-001,0.2246,high
DOC_0504,en,technical,T03,TR-T03-EN-001,0.2573,high
DOC_0588,en,technical,T03,TR-T03-EN-001,0.247,high
DOC_0705,en,technical,T03,TR-T03-EN-001,0.237,high
DOC_0708,en,technical,T03,TR-T03-EN-001,0.2317,high
DOC_0709,en,technical,T03,TR-T03-EN-001,0.2297,high
DOC_0727,en,technical,T03,TR-T03-EN-001,0.2534,high
DOC_0746,en,technical,T03,TR-T03-EN-001,0.2496,high
DOC_0912,en,technical,T03,TR-T03-EN-001,0.2565,high
DOC_0959,en,technical,T03,TR-T03-EN-001,0.2344,high
DOC_0960,en,technical,T03,TR-T03-EN-001,0.313,high
DOC_0034,en,technical,T03,TR-T03-EN-002,0.2519,high
DOC_0072,en,technical,T03,TR-T03-EN-002,0.2848,high
DOC_0093,en,technical,T03,TR-T03-EN-002,0.2601,high
DOC_0122,en,technical,T03,TR-T03-EN-002,0.2524,high
DOC_0153,en,technical,T03,TR-T03-EN-002,0.2549,high
DOC_0173,en,technical,T03,TR-T03-EN-002,0.2685,high
DOC_0345,en,technical,T03,TR-T03-EN-002,0.2412,high
DOC_0431,en,technical,T03,TR-T03-EN-002,0.2625,high
DOC_0537,en,technical,T03,TR-T03-EN-002,0.2531,high
DOC_0544,en,technical,T03,TR-T03-EN-002,0.2654,high
DOC_0707,en,technical,T03,TR-T03-EN-002,0.249,high
DOC_0747,en,technical,T03,TR-T03-EN-002,0.2577,high
DOC_0794,en,technical,T03,TR-T03-EN-002,0.3136,high
DOC_0821,en,technical,T03,TR-T03-EN-002,0.2405,high
DOC_0838,en,technical,T03,TR-T03-EN-002,0.2673,high
DOC_0885,en,technical,T03,TR-T03-EN-002,0.2775,high
DOC_0928,en,technical,T03,TR-T03-EN-002,0.2498,high
DOC_0991,en,technical,T03,TR-T03-EN-002,0.2441,high
DOC_0009,en,technical,T03,TR-T03-EN-003,0.2746,high
DOC_0094,en,technical,T03,TR-T03-EN-003,0.3371,high
DOC_0095,en,technical,T03,TR-T03-EN-003,0.2857,high
DOC_0144,en,technical,T03,TR-T03-EN-003,0.2949,high
DOC_0174,en,technical,T03,TR-T03-EN-003,0.256,high
DOC_0495,en,technical,T03,TR-T03-EN-003,0.2844,high
DOC_0498,en,technical,T03,TR-T03-EN-003,0.2684,high
DOC_0523,en,technical,T03,TR-T03-EN-003,0.3305,high
DOC_0730,en,technical,T03,TR-T03-EN-003,0.2739,high
DOC_0751,en,technical,T03,TR-T03-EN-003,0.3044,high
DOC_0798,en,technical,T03,TR-T03-EN-003,0.2808,high
DOC_0844,en,technical,T03,TR-T03-EN-003,0.303,high
DOC_0894,en,technical,T03,TR-T03-EN-003,0.3351,high
DOC_0907,en,technical,T03,TR-T03-EN-003,0.2811,high
DOC_0944,en,technical,T03,TR-T03-EN-003,0.3056,high
DOC_0113,en,technical,T03,TR-T03-EN-004,0.3626,high
DOC_0150,en,technical,T03,TR-T03-EN-004,0.3522,high
DOC_0261,en,technical,T03,TR-T03-EN-004,0.366,high
DOC_0357,en,technical,T03,TR-T03-EN-004,0.3888,high
DOC_0529,en,technical,T03,TR-T03-EN-004,0.3918,high
DOC_0614,en,technical,T03,TR-T03-EN-004,0.3084,high
DOC_0644,en,technical,T03,TR-T03-EN-004,0.3238,high
DOC_0732,en,technical,T03,TR-T03-EN-004,0.2886,high
DOC_0758,en,technical,T03,TR-T03-EN-004,0.352,high
DOC_0784,en,technical,T03,TR-T03-EN-004,0.3679,high
DOC_0896,en,technical,T03,TR-T03-EN-004,0.285,high
DOC_0025,en,technical,T04,TR-T04-EN-001,0.4284,high
DOC_0044,en,technical,T04,TR-T04-EN-001,0.414,high
DOC_0081,en,technical,T04,TR-T04-EN-001,0.4082,high
DOC_0087,en,technical,T04,TR-T04-EN-001,0.3873,high
DOC_0169,en,technical,T04,TR-T04-EN-001,0.416,high
DOC_0723,en,technical,T04,TR-T04-EN-001,0.3885,high
DOC_0920,en,technical,T04,TR-T04-EN-001,0.3699,high
DOC_0202,en,technical,T05,TR-T05-EN-001,0.3441,high
DOC_0222,en,technical,T05,TR-T05-EN-001,0.3573,high
DOC_0240,en,technical,T05,TR-T05-EN-001,0.2955,high
DOC_0286,en,technical,T05,TR-T05-EN-001,0.3333,high
DOC_0352,en,technical,T05,TR-T05-EN-001,0.2979,high
DOC_0410,en,technical,T05,TR-T05-EN-001,0.3486,high
DOC_0571,en,technical,T05,TR-T05-EN-001,0.331,high
DOC_0609,en,technical,T05,TR-T05-EN-001,0.3449,high
DOC_0633,en,technical,T05,TR-T05-EN-001,0.3074,high
ZH_0811,zh,technical,T49,TR-T49-ZH-900,0.2643,high
DOC_0797,en,technical,T05,TR-T05-EN-001,0.341,high
DOC_0810,en,technical,T05,TR-T05-EN-001,0.3081,high
DOC_0817,en,technical,T05,TR-T05-EN-001,0.2937,high
DOC_0120,en,technical,T05,TR-T05-EN-002,0.384,high
DOC_0220,en,technical,T05,TR-T05-EN-002,0.454,high
DOC_0253,en,technical,T05,TR-T05-EN-002,0.3938,high
DOC_0456,en,technical,T05,TR-T05-EN-002,0.4194,high
DOC_0481,en,technical,T05,TR-T05-EN-002,0.3942,high
DOC_0938,en,technical,T05,TR-T05-EN-002,0.4504,high
DOC_0975,en,technical,T05,TR-T05-EN-002,0.4129,high
DOC_0029,en,technical,T06,TR-T06-EN-001,0.3454,high
DOC_0179,en,technical,T06,TR-T06-EN-001,0.3562,high
DOC_0192,en,technical,T06,TR-T06-EN-001,0.3635,high
DOC_0216,en,technical,T06,TR-T06-EN-001,0.2957,high
DOC_0333,en,technical,T06,TR-T06-EN-001,0.2857,high
DOC_0335,en,technical,T06,TR-T06-EN-001,0.3656,high
DOC_0349,en,technical,T06,TR-T06-EN-001,0.3593,high
DOC_0356,en,technical,T06,TR-T06-EN-001,0.3322,high
DOC_0489,en,technical,T06,TR-T06-EN-001,0.3701,high
DOC_0551,en,technical,T06,TR-T06-EN-001,0.33,high
DOC_0852,en,technical,T06,TR-T06-EN-001,0.2768,high
DOC_0966,en,technical,T06,TR-T06-EN-001,0.3635,high
DOC_0049,en,technical,T06,TR-T06-EN-002,0.347,high
DOC_0070,en,technical,T06,TR-T06-EN-002,0.3432,high
DOC_0187,en,technical,T06,TR-T06-EN-002,0.3169,high
DOC_0296,en,technical,T06,TR-T06-EN-002,0.3342,high
DOC_0465,en,technical,T06,TR-T06-EN-002,0.3845,high
DOC_0570,en,technical,T06,TR-T06-EN-002,0.3498,high
DOC_0621,en,technical,T06,TR-T06-EN-002,0.3263,high
DOC_0636,en,technical,T06,TR-T06-EN-002,0.3294,high
DOC_0764,en,technical,T06,TR-T06-EN-002,0.319,high
DOC_0880,en,technical,T06,TR-T06-EN-002,0.3332,high
DOC_0021,en,technical,T06,TR-T06-EN-003,0.3537,high
DOC_0039,en,technical,T06,TR-T06-EN-003,0.3935,high
DOC_0142,en,technical,T06,TR-T06-EN-003,0.3828,high
DOC_0371,en,technical,T06,TR-T06-EN-003,0.3803,high
DOC_0398,en,technical,T06,TR-T06-EN-003,0.3768,high
DOC_0557,en,technical,T06,TR-T06-EN-003,0.3712,high
DOC_0655,en,technical,T06,TR-T06-EN-003,0.3569,high
DOC_0964,en,technical,T06,TR-T06-EN-003,0.3833,high
DOC_0007,en,technical,T07,TR-T07-EN-001,0.3625,high
DOC_0293,en,technical,T07,TR-T07-EN-001,0.384,high
DOC_0300,en,technical,T07,TR-T07-EN-001,0.3364,high
DOC_0322,en,technical,T07,TR-T07-EN-001,0.3383,high
DOC_0332,en,technical,T07,TR-T07-EN-001,0.3687,high
DOC_0689,en,technical,T07,TR-T07-EN-001,0.3711,high
DOC_0741,en,technical,T07,TR-T07-EN-001,0.3275,high
DOC_0761,en,technical,T07,TR-T07-EN-001,0.3269,high
DOC_0779,en,technical,T07,TR-T07-EN-001,0.316,high
DOC_0922,en,technical,T07,TR-T07-EN-001,0.3516,high
DOC_0017,en,technical,T07,TR-T07-EN-002,0.5996,high
DOC_0045,en,technical,T07,TR-T07-EN-002,0.6012,high
DOC_0166,en,technical,T07,TR-T07-EN-002,0.5983,high
DOC_0154,en,technical,T08,TR-T08-EN-001,0.4395,high
DOC_0312,en,technical,T08,TR-T08-EN-001,0.4147,high
DOC_0635,en,technical,T08,TR-T08-EN-001,0.425,high
DOC_0658,en,technical,T08,TR-T08-EN-001,0.4226,high
DOC_0799,en,technical,T08,TR-T08-EN-001,0.4356,high
DOC_0806,en,technical,T08,TR-T08-EN-001,0.4262,high
DOC_0028,en,technical,T09,TR-T09-EN-001,0.2949,high
DOC_0037,en,technical,T09,TR-T09-EN-001,0.303,high
DOC_0053,en,technical,T09,TR-T09-EN-001,0.3553,high
DOC_0091,en,technical,T09,TR-T09-EN-001,0.3668,high
DOC_0231,en,technical,T09,TR-T09-EN-001,0.298,high
DOC_0306,en,technical,T09,TR-T09-EN-001,0.3154,high
DOC_0394,en,technical,T09,TR-T09-EN-001,0.3372,high
DOC_0417,en,technical,T09,TR-T09-EN-001,0.355,high
DOC_0520,en,technical,T09,TR-T09-EN-001,0.3831,high
DOC_0554,en,technical,T09,TR-T09-EN-001,0.3036,high
DOC_0778,en,technical,T09,TR-T09-EN-001,0.3042,high
DOC_0876,en,technical,T09,TR-T09-EN-001,0.2976,high
DOC_0951,en,technical,T09,TR-T09-EN-001,0.2726,high
DOC_0607,en,technical,T09,TR-T09-EN-002,0.5994,high
DOC_0696,en,technical,T09,TR-T09-EN-002,0.6014,high
DOC_0749,en,technical,T09,TR-T09-EN-002,0.5956,high
DOC_0457,en,technical,T09,TR-T09-EN-003,0.5881,high
DOC_0479,en,technical,T09,TR-T09-EN-003,0.5814,high
DOC_0900,en,technical,T09,TR-T09-EN-003,0.5975,high
DOC_0010,en,technical,T10,TR-T10-EN-001,0.3529,high
DOC_0061,en,technical,T10,TR-T10-EN-001,0.351,high
DOC_0077,en,technical,T10,TR-T10-EN-001,0.3468,high
DOC_0161,en,technical,T10,TR-T10-EN-001,0.3673,high
DOC_0193,en,technical,T10,TR-T10-EN-001,0.3459,high
DOC_0419,en,technical,T10,TR-T10-EN-001,0.3626,high
DOC_0878,en,technical,T10,TR-T10-EN-001,0.356,high
DOC_0882,en,technical,T10,TR-T10-EN-001,0.3365,high
DOC_0917,en,technical,T10,TR-T10-EN-001,0.3506,high
DOC_0078,en,technical,T11,TR-T11-EN-001,0.3735,high
DOC_0083,en,technical,T11,TR-T11-EN-001,0.3416,high
DOC_0143,en,technical,T11,TR-T11-EN-001,0.3564,high
DOC_0146,en,technical,T11,TR-T11-EN-001,0.3529,high
DOC_0620,en,technical,T11,TR-T11-EN-001,0.3558,high
DOC_0721,en,technical,T11,TR-T11-EN-001,0.3403,high
DOC_0792,en,technical,T11,TR-T11-EN-001,0.3149,high
DOC_0848,en,technical,T11,TR-T11-EN-001,0.3414,high
DOC_0909,en,technical,T11,TR-T11-EN-001,0.3513,high
DOC_0955,en,technical,T11,TR-T11-EN-001,0.3568,high
DOC_0003,en,technical,T11,TR-T11-EN-002,0.3947,high
DOC_0036,en,technical,T11,TR-T11-EN-002,0.3855,high
DOC_0618,en,technical,T11,TR-T11-EN-002,0.3971,high
DOC_0692,en,technical,T11,TR-T11-EN-002,0.3868,high
DOC_0828,en,technical,T11,TR-T11-EN-002,0.3838,high
DOC_0867,en,technical,T11,TR-T11-EN-002,0.4082,high
DOC_0934,en,technical,T11,TR-T11-EN-002,0.4067,high
DOC_0145,en,technical,T12,TR-T12-EN-001,0.2116,high
DOC_0196,en,technical,T12,TR-T12-EN-001,0.2349,high
DOC_0198,en,technical,T12,TR-T12-EN-001,0.2562,high
DOC_0209,en,technical,T12,TR-T12-EN-001,0.2451,high
DOC_0234,en,technical,T12,TR-T12-EN-001,0.2785,high
DOC_0272,en,technical,T12,TR-T12-EN-001,0.3139,high
DOC_0384,en,technical,T12,TR-T12-EN-001,0.2504,high
DOC_0392,en,technical,T12,TR-T12-EN-001,0.2484,high
DOC_0399,en,technical,T12,TR-T12-EN-001,0.2586,high
DOC_0430,en,technical,T12,TR-T12-EN-001,0.253,high
DOC_0506,en,technical,T12,TR-T12-EN-001,0.2354,high
DOC_0509,en,technical,T12,TR-T12-EN-001,0.2954,high
DOC_0627,en,technical,T12,TR-T12-EN-001,0.2556,high
DOC_0630,en,technical,T12,TR-T12-EN-001,0.2368,high
DOC_0659,en,technical,T12,TR-T12-EN-001,0.2412,high
DOC_0661,en,technical,T12,TR-T12-EN-001,0.2319,high
DOC_0733,en,technical,T12,TR-T12-EN-001,0.2692,high
DOC_0753,en,technical,T12,TR-T12-EN-001,0.2553,high
DOC_0836,en,technical,T12,TR-T12-EN-001,0.2259,high
DOC_0875,en,technical,T12,TR-T12-EN-001,0.2583,high
DOC_0948,en,technical,T12,TR-T12-EN-001,0.2132,high
DOC_0058,en,technical,T12,TR-T12-EN-002,0.2567,high
DOC_0066,en,technical,T12,TR-T12-EN-002,0.3158,high
DOC_0131,en,technical,T12,TR-T12-EN-002,0.3013,high
DOC_0152,en,technical,T12,TR-T12-EN-002,0.2893,high
DOC_0305,en,technical,T12,TR-T12-EN-002,0.2635,high
DOC_0522,en,technical,T12,TR-T12-EN-002,0.3035,high
DOC_0566,en,technical,T12,TR-T12-EN-002,0.3212,high
DOC_0765,en,technical,T12,TR-T12-EN-002,0.3264,high
DOC_0914,en,technical,T12,TR-T12-EN-002,0.2709,high
DOC_0923,en,technical,T12,TR-T12-EN-002,0.283,high
DOC_0925,en,technical,T12,TR-T12-EN-002,0.3206,high
DOC_0937,en,technical,T12,TR-T12-EN-002,0.2616,high
DOC_0954,en,technical,T12,TR-T12-EN-002,0.3482,high
DOC_0980,en,technical,T12,TR-T12-EN-002,0.3146,high
DOC_0043,en,technical,T12,TR-T12-EN-003,0.2992,high
DOC_0069,en,technical,T12,TR-T12-EN-003,0.3236,high
DOC_0204,en,technical,T12,TR-T12-EN-003,0.296,high
DOC_0379,en,technical,T12,TR-T12-EN-003,0.2881,high
DOC_0389,en,technical,T12,TR-T12-EN-003,0.3104,high
DOC_0500,en,technical,T12,TR-T12-EN-003,0.3435,high
DOC_0592,en,technical,T12,TR-T12-EN-003,0.3202,high
DOC_0622,en,technical,T12,TR-T12-EN-003,0.3262,high
DOC_0625,en,technical,T12,TR-T12-EN-003,0.3443,high
DOC_0760,en,technical,T12,TR-T12-EN-003,0.2842,high
DOC_0813,en,technical,T12,TR-T12-EN-003,0.3021,high
DOC_0842,en,technical,T12,TR-T12-EN-003,0.3061,high
DOC_0055,en,technical,T12,TR-T12-EN-004,0.3342,high
DOC_0071,en,technical,T12,TR-T12-EN-004,0.3187,high
DOC_0219,en,technical,T12,TR-T12-EN-004,0.3381,high
DOC_0282,en,technical,T12,TR-T12-EN-004,0.3017,high
DOC_0285,en,technical,T12,TR-T12-EN-004,0.3071,high
DOC_0367,en,technical,T12,TR-T12-EN-004,0.3108,high
DOC_0449,en,technical,T12,TR-T12-EN-004,0.3042,high
DOC_0528,en,technical,T12,TR-T12-EN-004,0.3737,high
DOC_0619,en,technical,T12,TR-T12-EN-004,0.2905,high
DOC_0704,en,technical,T12,TR-T12-EN-004,0.3285,high
DOC_0939,en,technical,T12,TR-T12-EN-004,0.3521,high
DOC_0355,en,technical,T12,TR-T12-EN-005,0.4979,high
DOC_0374,en,technical,T12,TR-T12-EN-005,0.4449,high
DOC_0424,en,technical,T12,TR-T12-EN-005,0.5137,high
DOC_0445,en,technical,T12,TR-T12-EN-005,0.4915,high
DOC_0694,en,technical,T12,TR-T12-EN-005,0.5331,high
DOC_0132,en,technical,T13,TR-T13-EN-001,0.3569,high
DOC_0140,en,technical,T13,TR-T13-EN-001,0.3365,high
DOC_0183,en,technical,T13,TR-T13-EN-001,0.3121,high
DOC_0265,en,technical,T13,TR-T13-EN-001,0.2995,high
DOC_0290,en,technical,T13,TR-T13-EN-001,0.3578,high
DOC_0327,en,technical,T13,TR-T13-EN-001,0.3258,high
DOC_0469,en,technical,T13,TR-T13-EN-001,0.3131,high
DOC_0550,en,technical,T13,TR-T13-EN-001,0.3448,high
DOC_0602,en,technical,T13,TR-T13-EN-001,0.3828,high
DOC_0904,en,technical,T13,TR-T13-EN-001,0.2737,high
DOC_0958,en,technical,T13,TR-T13-EN-001,0.2779,high
DOC_0985,en,technical,T13,TR-T13-EN-001,0.3269,high
DOC_0030,en,technical,T13,TR-T13-EN-002,0.3558,high
DOC_0212,en,technical,T13,TR-T13-EN-002,0.3656,high
DOC_0361,en,technical,T13,TR-T13-EN-002,0.3458,high
DOC_0377,en,technical,T13,TR-T13-EN-002,0.3359,high
DOC_0543,en,technical,T13,TR-T13-EN-002,0.3378,high
DOC_0580,en,technical,T13,TR-T13-EN-002,0.3514,high
DOC_0656,en,technical,T13,TR-T13-EN-002,0.3583,high
DOC_0771,en,technical,T13,TR-T13-EN-002,0.3433,high
DOC_0862,en,technical,T13,TR-T13-EN-002,0.3379,high
DOC_0572,en,technical,T13,TR-T13-EN-003,0.5491,high
DOC_0593,en,technical,T13,TR-T13-EN-003,0.5631,high
DOC_0652,en,technical,T13,TR-T13-EN-003,0.5126,high
DOC_0902,en,technical,T13,TR-T13-EN-003,0.5578,high
DOC_0033,en,technical,T14,TR-T14-EN-001,0.4781,high
DOC_0172,en,technical,T14,TR-T14-EN-001,0.4502,high
DOC_0502,en,technical,T14,TR-T14-EN-001,0.4701,high
DOC_0822,en,technical,T14,TR-T14-EN-001,0.4697,high
DOC_0884,en,technical,T14,TR-T14-EN-001,0.4626,high
DOC_0328,en,technical,T15,TR-T15-EN-001,0.4033,high
DOC_0416,en,technical,T15,TR-T15-EN-001,0.4409,high
DOC_0450,en,technical,T15,TR-T15-EN-001,0.378,high
DOC_0533,en,technical,T15,TR-T15-EN-001,0.4071,high
DOC_0667,en,technical,T15,TR-T15-EN-001,0.4071,high
DOC_0748,en,technical,T15,TR-T15-EN-001,0.4215,high
DOC_0768,en,technical,T15,TR-T15-EN-001,0.4024,high
DOC_0110,en,technical,T15,TR-T15-EN-002,0.5223,high
DOC_0239,en,technical,T15,TR-T15-EN-002,0.5118,high
DOC_0337,en,technical,T15,TR-T15-EN-002,0.5301,high
DOC_0804,en,technical,T15,TR-T15-EN-002,0.5314,high
DOC_0303,en,technical,T16,TR-T16-EN-001,0.7206,high
DOC_0390,en,technical,T16,TR-T16-EN-001,0.7206,high
DOC_0149,en,technical,T17,TR-T17-EN-001,0.4365,high
DOC_0428,en,technical,T17,TR-T17-EN-001,0.3587,high
DOC_0542,en,technical,T17,TR-T17-EN-001,0.3219,high
DOC_0565,en,technical,T17,TR-T17-EN-001,0.3957,high
DOC_0596,en,technical,T17,TR-T17-EN-001,0.3488,high
DOC_0745,en,technical,T17,TR-T17-EN-001,0.3731,high
DOC_0823,en,technical,T17,TR-T17-EN-001,0.3474,high
DOC_0843,en,technical,T17,TR-T17-EN-001,0.3404,high
DOC_0888,en,technical,T17,TR-T17-EN-001,0.3671,high
DOC_0014,en,technical,T17,TR-T17-EN-002,0.508,high
DOC_0540,en,technical,T17,TR-T17-EN-002,0.4386,high
DOC_0686,en,technical,T17,TR-T17-EN-002,0.4753,high
DOC_0713,en,technical,T17,TR-T17-EN-002,0.5292,high
DOC_0887,en,technical,T17,TR-T17-EN-002,0.5353,high
DOC_0006,en,technical,T17,TR-T17-EN-003,0.4862,high
DOC_0092,en,technical,T17,TR-T17-EN-003,0.4768,high
DOC_0197,en,technical,T17,TR-T17-EN-003,0.4454,high
DOC_0782,en,technical,T17,TR-T17-EN-003,0.5036,high
DOC_0897,en,technical,T17,TR-T17-EN-003,0.4798,high
DOC_0084,en,technical,T18,TR-T18-EN-001,0.3193,high
DOC_0199,en,technical,T18,TR-T18-EN-001,0.3416,high
DOC_0223,en,technical,T18,TR-T18-EN-001,0.2823,high
DOC_0341,en,technical,T18,TR-T18-EN-001,0.2967,high
DOC_0346,en,technical,T18,TR-T18-EN-001,0.3023,high
DOC_0360,en,technical,T18,TR-T18-EN-001,0.2937,high
DOC_0403,en,technical,T18,TR-T18-EN-001,0.2954,high
DOC_0407,en,technical,T18,TR-T18-EN-001,0.2882,high
DOC_0577,en,technical,T18,TR-T18-EN-001,0.3043,high
DOC_0699,en,technical,T18,TR-T18-EN-001,0.3176,high
DOC_0759,en,technical,T18,TR-T18-EN-001,0.3171,high
DOC_0802,en,technical,T18,TR-T18-EN-001,0.2814,high
DOC_0820,en,technical,T18,TR-T18-EN-001,0.3174,high
DOC_0381,en,technical,T18,TR-T18-EN-002,0.4722,high
DOC_0411,en,technical,T18,TR-T18-EN-002,0.4338,high
DOC_0415,en,technical,T18,TR-T18-EN-002,0.5044,high
DOC_0657,en,technical,T18,TR-T18-EN-002,0.434,high
DOC_0769,en,technical,T18,TR-T18-EN-002,0.5092,high
DOC_0180,en,technical,T19,TR-T19-EN-001,0.717,high
DOC_0311,en,technical,T19,TR-T19-EN-001,0.717,high
DOC_0246,en,technical,T20,TR-T20-EN-001,0.2791,high
DOC_0270,en,technical,T20,TR-T20-EN-001,0.3372,high
DOC_0343,en,technical,T20,TR-T20-EN-001,0.317,high
DOC_0447,en,technical,T20,TR-T20-EN-001,0.3068,high
DOC_0471,en,technical,T20,TR-T20-EN-001,0.3176,high
DOC_0493,en,technical,T20,TR-T20-EN-001,0.3293,high
DOC_0545,en,technical,T20,TR-T20-EN-001,0.3138,high
DOC_0599,en,technical,T20,TR-T20-EN-001,0.2747,high
DOC_0742,en,technical,T20,TR-T20-EN-001,0.3502,high
DOC_0762,en,technical,T20,TR-T20-EN-001,0.2985,high
DOC_0763,en,technical,T20,TR-T20-EN-001,0.3143,high
DOC_0781,en,technical,T20,TR-T20-EN-001,0.3376,high
DOC_0910,en,technical,T20,TR-T20-EN-001,0.3053,high
DOC_0304,en,technical,T20,TR-T20-EN-002,0.5329,high
DOC_0473,en,technical,T20,TR-T20-EN-002,0.5353,high
DOC_0600,en,technical,T20,TR-T20-EN-002,0.5117,high
DOC_0832,en,technical,T20,TR-T20-EN-002,0.5126,high
DOC_0042,en,technical,T21,TR-T21-EN-001,0.3702,high
DOC_0175,en,technical,T21,TR-T21-EN-001,0.3591,high
DOC_0184,en,technical,T21,TR-T21-EN-001,0.3733,high
DOC_0258,en,technical,T21,TR-T21-EN-001,0.3731,high
DOC_0259,en,technical,T21,TR-T21-EN-001,0.3392,high
DOC_0393,en,technical,T21,TR-T21-EN-001,0.3815,high
DOC_0421,en,technical,T21,TR-T21-EN-001,0.3758,high
DOC_0490,en,technical,T21,TR-T21-EN-001,0.3716,high
DOC_0535,en,technical,T21,TR-T21-EN-001,0.4015,high
DOC_0933,en,technical,T21,TR-T21-EN-001,0.3614,high
DOC_0048,en,technical,T21,TR-T21-EN-002,0.4092,high
DOC_0148,en,technical,T21,TR-T21-EN-002,0.4551,high
DOC_0217,en,technical,T21,TR-T21-EN-002,0.5385,high
DOC_0297,en,technical,T21,TR-T21-EN-002,0.529,high
DOC_0388,en,technical,T21,TR-T21-EN-002,0.4126,high
DOC_0589,en,technical,T21,TR-T21-EN-002,0.4031,high
DOC_0623,en,technical,T21,TR-T21-EN-002,0.4581,high
DOC_0012,en,technical,T22,TR-T22-EN-001,0.1972,high
DOC_0189,en,technical,T22,TR-T22-EN-001,0.2195,high
DOC_0191,en,technical,T22,TR-T22-EN-001,0.2471,high
DOC_0235,en,technical,T22,TR-T22-EN-001,0.2104,high
DOC_0236,en,technical,T22,TR-T22-EN-001,0.2178,high
DOC_0263,en,technical,T22,TR-T22-EN-001,0.2,high
DOC_0298,en,technical,T22,TR-T22-EN-001,0.2131,high
DOC_0385,en,technical,T22,TR-T22-EN-001,0.2258,high
DOC_0387,en,technical,T22,TR-T22-EN-001,0.2189,high
DOC_0396,en,technical,T22,TR-T22-EN-001,0.2191,high
DOC_0420,en,technical,T22,TR-T22-EN-001,0.1979,high
DOC_0505,en,technical,T22,TR-T22-EN-001,0.2455,high
DOC_0524,en,technical,T22,TR-T22-EN-001,0.2107,high
DOC_0569,en,technical,T22,TR-T22-EN-001,0.2186,high
DOC_0601,en,technical,T22,TR-T22-EN-001,0.2201,high
DOC_0717,en,technical,T22,TR-T22-EN-001,0.2525,high
DOC_0744,en,technical,T22,TR-T22-EN-001,0.2104,high
DOC_0756,en,technical,T22,TR-T22-EN-001,0.2481,high
DOC_0757,en,technical,T22,TR-T22-EN-001,0.204,high
DOC_0787,en,technical,T22,TR-T22-EN-001,0.2563,high
DOC_0805,en,technical,T22,TR-T22-EN-001,0.2204,high
DOC_0830,en,technical,T22,TR-T22-EN-001,0.2184,high
DOC_0857,en,technical,T22,TR-T22-EN-001,0.2319,high
DOC_0915,en,technical,T22,TR-T22-EN-001,0.2196,high
DOC_0919,en,technical,T22,TR-T22-EN-001,0.2219,high
DOC_0942,en,technical,T22,TR-T22-EN-001,0.2061,high
DOC_0961,en,technical,T22,TR-T22-EN-001,0.1744,high
